PETERS_SST_SPG_data-MEAN-- YEAR(linear_forcing)--- INTEGRATED_CWG_FROM_1871--- CWG---- NORTH_HEMISPH_TEMP_HADCRUT----
-0.1852027363166667 1961 -11.071752814253355 -0.373759709552816 -0.007
-0.07431246315 1962 -11.437056249426826 -0.365303435173471 0.048
-0.16719752158333334 1963 -11.495769673235888 -0.0587134238090608 0.07
0.05485159966666666 1964 -11.984899485779872 -0.489129812543985 -0.261
0.20623086758333334 1965 -10.182945190926782 1.80195429485309 -0.195
0.06275052413333333 1966 -8.208293583953662 1.97465160697312 -0.089
-0.00526505808333333 1967 -8.466849510327103 -0.258555926373442 -0.039
-0.20843178900000003 1968 -8.65160285545091 -0.184753345123808 -0.139
-0.46109858333333337 1969 -8.50295906377268 0.148643791678231 -0.1
-0.32153786 1970 -6.9075796089848405 1.59537945478784 -0.122
-0.04785114925 1971 -5.8927944138879305 1.01478519509691 -0.229
-0.4793963369166667 1972 -5.733236508148236 0.159557905739694 -0.25
-0.4835565575 1973 -5.276778369215723 0.456458138932513 0.022
-0.3452954275833333 1974 -5.606821088310028 -0.330042719094305 -0.25
-0.1325501363 1975 -5.250442995804441 0.356378092505587 -0.111
-0.27121673704166666 1976 -4.881843885357265 0.368599110447176 -0.252
-0.25709331991666656 1977 -4.786183735523238 0.0956601498340265 0.079
-0.21032795108333333 1978 -4.428258988338971 0.357924747184267 -0.012
-0.2241122089166667 1979 -4.900422224863261 -0.47216323652429 0.031
-0.35627157750000005 1980 -5.415243104033436 -0.514820879170175 0.139
-0.13652280220833335 1981 -5.311296387635531 0.103946716397905 0.34
-0.38184071768333333 1982 -5.7267310489355525 -0.415434661300021 -0.01
-0.5112218858333334 1983 -6.225128697548319 -0.498397648612767 0.192
-0.3592507191666667 1984 -6.702575319858846 -0.477446622310526 -0.03
-0.4450707733333334 1985 -6.4068238918139215 0.295751428044924 -0.052
-0.42739146666666666 1986 -6.709861280001469 -0.303037388187548 0.062
-0.40945617475 1987 -4.5192194923399995 2.19064178766147 0.196
-0.3329273491666666 1988 1.3748411435354102 5.89406063587541 0.316
-0.3315039015000001 1989 1.7292442968961101 0.3544031533607 0.217
-0.6098550483333334 1990 2.8233120101612803 1.09406771326517 0.464
-0.5439472858333333 1991 4.38541891285306 1.56210690269178 0.385
-0.3983616733333333 1992 3.828911315837124 -0.556507597015936 0.097
-0.42460591666666675 1993 3.272403718821188 -0.556507597015936 0.192
-0.5142524591666667 1994 2.715896121805252 -0.556507597015936 0.323
-0.3790606 1995 2.668975208585917 -0.0469209132193348 0.569
-0.17891498466666667 1996 3.1099776831749812 0.441002474589064 0.292
-0.19338474324999996 1997 3.62442796517168 0.514450281996699 0.535
-0.21937173266666668 1998 4.603528965659443 0.979101000487763 0.714
-0.16224248191666665 1999 7.613096602684933 3.00956763702549 0.476
-0.13115901175000003 2000 7.938268740637921 0.325172137952988 0.487
-0.16781795175 2001 7.439940036669895 -0.498328703968026 0.628
-0.3353301625 2002 10.205481239739864 2.76554120306997 0.669
-0.31937902283333336 2003 12.806319554546144 2.60083831480628 0.72
-0.2379642615833334 2004 15.775902010790624 2.96958245624448 0.633
-0.058223450808333334 2005 16.255081707642667 0.479179696852043 0.831
0.011122299464166667 2006 17.597727887197365 1.3426461795547 0.795
-0.03275173816666664 2007 19.881631502741286 2.28390361554392 0.832
-0.017782006724999997 2008 19.7564783497237 -0.125153153017586 0.672
-0.388780100625 2009 21.59539202843737 1.83891367871367 0.707
-0.10236630691666664 2010 23.33535869661939 1.73996666818202 0.919
-0.18588335773333334 2011 25.327607407588882 1.99224871096949 0.725
-0.08662802025 2012 36.36652357095108 11.0389161633622 0.784
-0.24812615789999995 2013 36.40053235710289 0.0340087861518085 0.777
-0.5300804508333333 2014 NaN NaN 0.908
-0.5300804508333333 2015 NaN NaN 1.131
-0.9787894166666664 2016 NaN NaN 1.255
-0.8076537091666668 2017 NaN NaN 1.115
-0.5488939191666666 2018 NaN NaN 0.96
-0.599438136 2019 NaN NaN 1.144
-0.5358740575 2020 NaN NaN 1.276
